,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
511,"['hiking', 'sightseeing', 'relaxing']",,3600,poi:58047,poi,relaxing:park,Fort Washington Park,"New York City, USA",Fort Washington Park,"['poi:28055477', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Fort Washington Park is located in the Washington Heights section of Upper Manhattan, New York City, along the banks of the Hudson River…",032010110112323123222,0.018123649396235,0.09061824698117499,,,https://media-cdn.sygictraveldata.com/media/poi:58047,https://go.sygic.com/travel/place?id=poi:58047,40.8513127,-73.9421077,0,1,1,0,0,0,0,0,1,0,0,40.8366445,-73.9495358,40.8696817,-73.9302368
512,[],,1800,poi:1941844,poi,sightseeing:library,Jefferson Market Library,"New York City, USA",Jefferson Market Library,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132202211013,0.018118969102673,0.007215057874326062,,,https://media-cdn.sygictraveldata.com/media/poi:1941844,https://go.sygic.com/travel/place?id=poi:1941844,40.7346045,-73.999167,0,0,0,0,0,0,0,0,0,0,0,40.7343961,-73.9993301,40.7347605,-73.9989648
513,"['hiking', 'discovering', 'playing']",,7200,poi:16161,poi,discovering:zoo,Queens Zoo,"New York City, USA",Queens Zoo,"['poi:11918', 'region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']",The Queens Zoo is an 18-acre zoo located in Flushing Meadows – Corona Park in the New York City borough of Queens.,032010110133310020121,0.01809814352877,0.09049071764385,,,https://media-cdn.sygictraveldata.com/media/poi:16161,https://go.sygic.com/travel/place?id=poi:16161,40.7448406,-73.8491168,0,0,0,1,0,0,0,0,1,0,1,40.7428226,-73.8510641,40.7470407,-73.8471274
514,['traveling'],,900,poi:24685732,poi,traveling:station:train,Brooklyn Bridge–City Hall,"New York City, USA",Brooklyn Bridge–City Hall,"['poi:32279604', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301111113201,0.018085697129334,0.010288074499940356,,,,https://go.sygic.com/travel/place?id=poi:24685732,40.71235,-74.0050702,0,0,0,0,0,0,0,0,0,1,0,,,,
515,['going_out'],,9000,poi:34980,poi,discovering:theatre,Upright Citizens Brigade Theatre,"New York City, USA",Upright Citizens Brigade Theatre,"['poi:28023675', 'city:291258', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Upright Citizens Brigade Theatre is an American improvisational theatre and training center, founded by the Upright Citizens Brigade…",032010110132020122101,0.018077355386263,0.00756764161575211,,,https://media-cdn.sygictraveldata.com/media/poi:34980,https://go.sygic.com/travel/place?id=poi:34980,40.7606763,-73.997433,0,0,0,0,1,0,0,0,0,0,0,,,,
516,['traveling'],,300,poi:24685760,poi,traveling:station:subway,South Ferry,"New York City, USA",South Ferry,"['poi:36776', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301113201003,0.017946510902165,0.010208898216922892,,,https://media-cdn.sygictraveldata.com/media/poi:24685760,https://go.sygic.com/travel/place?id=poi:24685760,40.7012838,-74.0132573,0,0,0,0,0,0,0,0,0,1,0,,,,
517,['shopping'],,900,poi:22197498,poi,shopping:bakery,Pasticceria Rocco,"New York City, USA",Pasticceria Rocco,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132202222331,0.017919755966692,0.00760066042475722,,,,https://go.sygic.com/travel/place?id=poi:22197498,40.7308316,-74.0026484,0,0,0,0,0,0,0,1,0,0,0,,,,
518,['shopping'],,3600,poi:522414,poi,shopping:centre:department_store,Bloomingdale's Outlet,"New York City, USA",Bloomingdale's Outlet,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132001113130,0.017754614351281,0.009216459888267055,,,,https://go.sygic.com/travel/place?id=poi:522414,40.7791578,-73.982197,0,0,0,0,0,0,0,1,0,0,0,,,,
519,['sightseeing'],,900,poi:44571,poi,sightseeing:architecture:modern,The Ansonia,"New York City, USA",The Ansonia,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Ansonia is a building on the Upper West Side of New York City, located at 2109 Broadway, between West 73rd and West 74th Streets.",032010110132001111132,0.017740791159697,0.00930134914534786,,,https://media-cdn.sygictraveldata.com/media/poi:44571,https://go.sygic.com/travel/place?id=poi:44571,40.7801505,-73.9822044,0,1,0,0,0,0,0,0,0,0,0,40.7797427,-73.982743,40.7805631,-73.9817807
520,['eating'],,3600,poi:58004,poi,eating:restaurant:italian,Tony's,"New York City, USA",Tony's,"['hotel:55684', 'poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This Midtown Italian restaurant looks like one from the movie Godfather! So good it is often busy therefore reservation is recommended.,032010110132021323013,0.017726862194742,0.0075644402157268135,,,,https://go.sygic.com/travel/place?id=poi:58004,40.7563914,-73.9854253,0,0,0,0,0,1,0,0,0,0,0,,,,
521,['sightseeing'],,1800,poi:1856536,poi,sightseeing,Blackwell House,"New York City, USA",Blackwell House,"['region:2005164', 'poi:19917437', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Blackwell House is an historic house on Roosevelt Island in New York City.,032010110132120132033,0.017655489940973,0.012079638816290322,,,https://media-cdn.sygictraveldata.com/media/poi:1856536,https://go.sygic.com/travel/place?id=poi:1856536,40.7603325,-73.9511313,0,1,0,0,0,0,0,0,0,0,0,40.7602483,-73.9512505,40.7604214,-73.9510168
522,['traveling'],,900,poi:18978853,poi,traveling:station:train,Canal Street,"New York City, USA",Canal Street,"['poi:11943', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Canal Street is a New York City Subway station complex. It is located in the Manhattan neighborhoods of Chinatown and SoHo, and is shared by…",032010110132222021123,0.017608872745799,0.007707076560853886,,,https://media-cdn.sygictraveldata.com/media/poi:18978853,https://go.sygic.com/travel/place?id=poi:18978853,40.7197435,-74.0015585,0,0,0,0,0,0,0,0,0,1,0,,,,
523,"['hiking', 'relaxing']",,5400,poi:11963,poi,relaxing:park,Carl Schurz Park,"New York City, USA",Carl Schurz Park,"['poi:28035675', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Carl Schurz Park  German:; is a 14.9 acres public park in the Yorkville neighborhood of Manhattan, New York City, named for German-born…",032010110132101213113,0.0175939973082,0.012179810277708033,,,https://media-cdn.sygictraveldata.com/media/poi:11963,https://go.sygic.com/travel/place?id=poi:11963,40.775128,-73.9436036,0,0,1,0,0,0,0,0,1,0,0,40.7731069,-73.9455363,40.7773237,-73.9419786
524,['going_out'],,10800,poi:2166833,poi,discovering:theatre,Winter Garden Theatre,"New York City, USA",Winter Garden Theatre,"['poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Winter Garden Theatre is a Broadway theatre located at 1634 Broadway between 50th and 51st Streets in midtown Manhattan.,032010110132021130113,0.01758506495756,0.007361556297646329,,,https://media-cdn.sygictraveldata.com/media/poi:2166833,https://go.sygic.com/travel/place?id=poi:2166833,40.7616079,-73.9834285,0,0,0,0,1,0,0,0,0,0,0,40.7613999,-73.9837308,40.7618293,-73.9831155
525,['going_out'],,7200,poi:365795,poi,going_out:club:nightclub,Village Vanguard,"New York City, USA",Village Vanguard,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132202021321,0.017555005137969,0.007069024293463528,,,https://media-cdn.sygictraveldata.com/media/poi:365795,https://go.sygic.com/travel/place?id=poi:365795,40.7360361,-74.0016519,0,0,0,0,1,0,0,0,0,0,0,,,,
526,['eating'],,900,poi:630398,poi,eating:restaurant:burgers,Harlem Shake,"New York City, USA",Harlem Shake,"['poi:28011365', 'poi:28010251', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110130301221133,0.017536979565006,0.03211100750499692,,,https://media-cdn.sygictraveldata.com/media/poi:630398,https://go.sygic.com/travel/place?id=poi:630398,40.8071118,-73.9463525,0,0,0,0,0,1,0,0,0,0,0,,,,
527,['eating'],,3600,poi:57717,poi,eating:restaurant,The Standard Grill,"New York City, USA",The Standard Grill,"['region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']",Start your night in this bar and grill where the skilled bartenders will take care of you.,032010110123311320113,0.017517670066252,0.008645897215780402,,,https://media-cdn.sygictraveldata.com/media/poi:57717,https://go.sygic.com/travel/place?id=poi:57717,40.7408557,-74.0080886,0,0,0,0,0,1,0,0,0,0,0,,,,
528,['going_out'],,10800,poi:61327,poi,discovering:theatre,Public Theater,"New York City, USA",Public Theater,"['poi:33248476', 'poi:32601492', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132221002310,0.017474504710303,0.00764826616726147,,,https://media-cdn.sygictraveldata.com/media/poi:61327,https://go.sygic.com/travel/place?id=poi:61327,40.7289473,-73.991752,0,0,0,0,1,0,0,0,0,0,0,40.7285498,-73.9921063,40.7292891,-73.9914133
529,"['traveling', 'sightseeing']",,900,poi:16341156,poi,traveling:station:train,West 4th Street–Washington Square,"New York City, USA",West 4th Street–Washington Square,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Travelling by subway in New York has many advantages. Not only will you avoid the possible traffic jams but you may also witness some…,032010110132202223132,0.017443590249151,0.007398694843771236,,,https://media-cdn.sygictraveldata.com/media/poi:16341156,https://go.sygic.com/travel/place?id=poi:16341156,40.7312285,-74.0013768,0,1,0,0,0,0,0,0,0,1,0,,,,
530,['eating'],,3600,poi:44585,poi,eating:cafe,Caffé Bene,"New York City, USA",Caffé Bene,"['city:10716', 'region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']","Caffè Bene is a coffeehouse chain based in Seoul, South Korea. It was founded in May 2008 by Sun-Kwon Kim.",032010110132021123110,0.017390086867377,0.00777057393619187,,,https://media-cdn.sygictraveldata.com/media/poi:44585,https://go.sygic.com/travel/place?id=poi:44585,40.760744,-73.98496,0,0,0,0,0,1,0,0,0,0,0,,,,
531,['going_out'],,9000,poi:34993,poi,discovering:theatre,Nederlander Theatre,"New York City, USA",Nederlander Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The David T. Nederlander Theatre is a 1,232-seat Broadway theater located at 208 West 41st Street, in New York City.",032010110132023011010,0.017369995191842,0.007271522613262694,,,https://media-cdn.sygictraveldata.com/media/poi:34993,https://go.sygic.com/travel/place?id=poi:34993,40.7554943,-73.9883007,0,0,0,0,1,0,0,0,0,0,0,40.7553195,-73.9885621,40.7556748,-73.9880426
532,['going_out'],,7200,poi:56948,poi,discovering:theatre,Shubert Theatre,"New York City, USA",Shubert Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Shubert Theatre is a Broadway theatre located at 225 West 44th Street in Midtown Manhattan, New York City.",032010110132021302200,0.017294707491297,0.0072400052633171605,,,https://media-cdn.sygictraveldata.com/media/poi:56948,https://go.sygic.com/travel/place?id=poi:56948,40.758135,-73.9872619,0,0,0,0,1,0,0,0,0,0,0,40.7579373,-73.9875224,40.7583403,-73.9869904
533,"['relaxing', 'sleeping']",,3600,poi:12001,poi,sleeping:hotel,Mandarin Oriental Spa,"New York City, USA",Mandarin Oriental Spa,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Expensive, but fabulous. The spa offers all sorts of treatments and a professional service that you won't forget.",032010110132003133033,0.017274515175387,0.00913663738920817,,,https://media-cdn.sygictraveldata.com/media/poi:12001,https://go.sygic.com/travel/place?id=poi:12001,40.76871,-73.982652,1,0,1,0,0,0,0,0,0,0,0,,,,
534,['traveling'],,1800,poi:56332,poi,traveling,New York Harbor,"New York City, USA",New York Harbor,"['region:27146', 'city:186', 'region:106', 'country:43', 'continent:6']","The Port of New York and New Jersey is the port district of the New York-Newark metropolitan area, encompassing the region within…",032010110303021301222,0.017246702825945,0.08623351412972499,,,https://media-cdn.sygictraveldata.com/media/poi:56332,https://go.sygic.com/travel/place?id=poi:56332,40.6254857,-74.0737794,0,0,0,0,0,0,0,0,0,1,0,,,,
535,['going_out'],,7200,poi:19465143,poi,going_out:bar,The Dead Rabbit,"New York City, USA",The Dead Rabbit,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301113030130,0.017116430669197,0.00926308843916833,,,,https://go.sygic.com/travel/place?id=poi:19465143,40.7032492,-74.0110053,0,0,0,0,1,0,0,0,0,0,0,,,,
536,['eating'],,3600,poi:865793,poi,eating:restaurant,John's of Bleecker St,"New York City, USA",John's of Bleecker St,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","John's of Bleecker Street simply known as John's Pizzeria is a historic pizzeria founded in 1929 and located in Manhattan, New York City on…",032010110132202222011,0.017073729911945,0.006875225075641174,,,https://media-cdn.sygictraveldata.com/media/poi:865793,https://go.sygic.com/travel/place?id=poi:865793,40.7316097,-74.0033416,0,0,0,0,0,1,0,0,0,0,0,,,,
537,"['eating', 'going_out', 'sightseeing']",,7200,poi:11908,poi,eating:cafe,Brooklyn Academy of Music,"New York City, USA",Brooklyn Academy of Music,"['poi:28033408', 'region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","The Brooklyn Academy of Music is a performing arts venue in Brooklyn, New York City, known as a center for progressive and avant garde…",032010110310032031022,0.017003832040283,0.020767641891610743,,,https://media-cdn.sygictraveldata.com/media/poi:11908,https://go.sygic.com/travel/place?id=poi:11908,40.6864655,-73.9776978,0,1,0,0,1,1,0,0,0,0,0,40.6861533,-73.978059,40.6867697,-73.9773182
538,['eating'],,3600,poi:57677,poi,eating:restaurant:american,Five Leaves,"New York City, USA",Five Leaves,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","Always busy with people - everyone wants to get the best coffee, dessert or one of the daily specialties.",032010110132320330200,0.0169692883759,0.01793277688670059,,,https://media-cdn.sygictraveldata.com/media/poi:57677,https://go.sygic.com/travel/place?id=poi:57677,40.7237322,-73.9516401,0,0,0,0,0,1,0,0,0,0,0,40.7236511,-73.9517098,40.7238135,-73.9515742
539,['shopping'],,1800,poi:16939976,poi,shopping:supermarket,Eataly,"New York City, USA",Eataly,"['poi:20893832', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301111032203,0.016875219790586,0.009132549675319382,,,,https://go.sygic.com/travel/place?id=poi:16939976,40.7100561,-74.0119204,0,0,0,0,0,0,0,1,0,0,0,,,,
540,['eating'],,3600,poi:416128,poi,eating:restaurant:french,Eleven Madison Park,"New York City, USA",Eleven Madison Park,"['poi:14713', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132201302023,0.016874653597657,0.007157380492211872,,,,https://go.sygic.com/travel/place?id=poi:416128,40.7415981,-73.9871904,0,0,0,0,0,1,0,0,0,0,0,,,,
541,['shopping'],,1800,poi:17132085,poi,shopping:clothes:women,Victoria's Secret,"New York City, USA",Victoria's Secret,"['poi:11943', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132220302130,0.016870529945312,0.007383917629918563,,,https://media-cdn.sygictraveldata.com/media/poi:17132085,https://go.sygic.com/travel/place?id=poi:17132085,40.7250408,-73.9973222,0,0,0,0,0,0,0,1,0,0,0,,,,
542,['sleeping'],,3600,poi:1901980,poi,sleeping:hotel,The Knickerbocker Hotel,"New York City, USA",The Knickerbocker Hotel,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023101020,0.016656505247955,0.006972837541447214,,,https://media-cdn.sygictraveldata.com/media/poi:1901980,https://go.sygic.com/travel/place?id=poi:1901980,40.7553031,-73.9860407,1,0,0,0,0,0,0,0,0,0,0,40.7548782,-73.98636,40.7555935,-73.9856962
